time_iso8601,stars_cumulative
2020-03-26 00:00:00+00:00,975
2020-03-27 00:00:00+00:00,977
2020-03-28 00:00:00+00:00,980
2020-03-29 00:00:00+00:00,983
2020-03-30 00:00:00+00:00,984
2020-03-31 00:00:00+00:00,985
2020-04-01 00:00:00+00:00,987
2020-04-02 00:00:00+00:00,990
2020-04-03 00:00:00+00:00,994
2020-04-04 00:00:00+00:00,995
2020-04-05 00:00:00+00:00,1000
2020-04-08 00:00:00+00:00,1002
2020-04-11 00:00:00+00:00,1003
2020-04-12 00:00:00+00:00,1004
2020-04-13 00:00:00+00:00,1008
2020-04-14 00:00:00+00:00,1010
2020-04-15 00:00:00+00:00,1014
2020-04-16 00:00:00+00:00,1017
2020-04-17 00:00:00+00:00,1019
2020-04-18 00:00:00+00:00,1020
2020-04-19 00:00:00+00:00,1023
2020-04-20 00:00:00+00:00,1026
2020-04-22 00:00:00+00:00,1028
2020-04-23 00:00:00+00:00,1030
2020-04-24 00:00:00+00:00,1031
2020-04-25 00:00:00+00:00,1032
2020-04-26 00:00:00+00:00,1035
2020-04-27 00:00:00+00:00,1036
2020-04-28 00:00:00+00:00,1040
2020-04-29 00:00:00+00:00,1043
2020-04-30 00:00:00+00:00,1045
2020-05-01 00:00:00+00:00,1047
2020-05-02 00:00:00+00:00,1049
2020-05-03 00:00:00+00:00,1052
2020-05-04 00:00:00+00:00,1055
2020-05-05 00:00:00+00:00,1058
2020-05-06 00:00:00+00:00,1065
2020-05-07 00:00:00+00:00,1072
2020-05-08 00:00:00+00:00,1073
2020-05-09 00:00:00+00:00,1075
2020-05-10 00:00:00+00:00,1077
2020-05-11 00:00:00+00:00,1081
2020-05-12 00:00:00+00:00,1083
2020-05-13 00:00:00+00:00,1085
2020-05-14 00:00:00+00:00,1086
2020-05-15 00:00:00+00:00,1088
2020-05-16 00:00:00+00:00,1093
2020-05-17 00:00:00+00:00,1096
2020-05-18 00:00:00+00:00,1098
2020-05-19 00:00:00+00:00,1104
2020-05-20 00:00:00+00:00,1106
2020-05-21 00:00:00+00:00,1109
2020-05-23 00:00:00+00:00,1110
2020-05-24 00:00:00+00:00,1113
2020-05-25 00:00:00+00:00,1114
2020-05-28 00:00:00+00:00,1115
2020-05-29 00:00:00+00:00,1117
2020-05-31 00:00:00+00:00,1119
2020-06-02 00:00:00+00:00,1120
2020-06-06 00:00:00+00:00,1121
2020-06-07 00:00:00+00:00,1122
2020-06-09 00:00:00+00:00,1123
2020-06-10 00:00:00+00:00,1124
2020-06-11 00:00:00+00:00,1126
2020-06-13 00:00:00+00:00,1128
2020-06-14 00:00:00+00:00,1129
2020-06-15 00:00:00+00:00,1130
2020-06-17 00:00:00+00:00,1132
2020-06-18 00:00:00+00:00,1133
2020-06-19 00:00:00+00:00,1134
2020-06-21 00:00:00+00:00,1136
2020-06-22 00:00:00+00:00,1137
2020-06-23 00:00:00+00:00,1138
2020-06-24 00:00:00+00:00,1140
2020-06-28 00:00:00+00:00,1142
2020-06-29 00:00:00+00:00,1145
2020-06-30 00:00:00+00:00,1146
2020-07-01 00:00:00+00:00,1148
2020-07-02 00:00:00+00:00,1150
2020-07-03 00:00:00+00:00,1152
2020-07-05 00:00:00+00:00,1153
2020-07-07 00:00:00+00:00,1154
2020-07-09 00:00:00+00:00,1156
2020-07-10 00:00:00+00:00,1157
2020-07-11 00:00:00+00:00,1158
2020-07-12 00:00:00+00:00,1160
2020-07-13 00:00:00+00:00,1164
2020-07-15 00:00:00+00:00,1166
2020-07-16 00:00:00+00:00,1167
2020-07-17 00:00:00+00:00,1168
2020-07-19 00:00:00+00:00,1170
2020-07-20 00:00:00+00:00,1171
2020-07-22 00:00:00+00:00,1174
2020-07-25 00:00:00+00:00,1175
2020-07-26 00:00:00+00:00,1176
2020-07-30 00:00:00+00:00,1178
2020-07-31 00:00:00+00:00,1179
2020-08-01 00:00:00+00:00,1180
2020-08-02 00:00:00+00:00,1182
2020-08-03 00:00:00+00:00,1183
2020-08-05 00:00:00+00:00,1184
2020-08-06 00:00:00+00:00,1186
2020-08-07 00:00:00+00:00,1190
2020-08-08 00:00:00+00:00,1191
2020-08-10 00:00:00+00:00,1193
2020-08-12 00:00:00+00:00,1194
2020-08-14 00:00:00+00:00,1195
2020-08-15 00:00:00+00:00,1202
2020-08-16 00:00:00+00:00,1204
2020-08-18 00:00:00+00:00,1205
2020-08-19 00:00:00+00:00,1206
2020-08-20 00:00:00+00:00,1208
2020-08-22 00:00:00+00:00,1209
2020-08-25 00:00:00+00:00,1210
2020-08-26 00:00:00+00:00,1211
2020-08-27 00:00:00+00:00,1212
2020-08-28 00:00:00+00:00,1213
2020-08-29 00:00:00+00:00,1216
2020-08-30 00:00:00+00:00,1218
2020-08-31 00:00:00+00:00,1219
2020-09-01 00:00:00+00:00,1221
2020-09-02 00:00:00+00:00,1223
2020-09-05 00:00:00+00:00,1224
2020-09-06 00:00:00+00:00,1226
2020-09-07 00:00:00+00:00,1227
2020-09-08 00:00:00+00:00,1231
2020-09-11 00:00:00+00:00,1232
2020-09-12 00:00:00+00:00,1234
2020-09-13 00:00:00+00:00,1235
2020-09-14 00:00:00+00:00,1236
2020-09-16 00:00:00+00:00,1238
2020-09-17 00:00:00+00:00,1239
2020-09-19 00:00:00+00:00,1240
2020-09-20 00:00:00+00:00,1243
2020-09-21 00:00:00+00:00,1244
2020-09-22 00:00:00+00:00,1245
2020-09-24 00:00:00+00:00,1248
2020-09-25 00:00:00+00:00,1249
2020-09-27 00:00:00+00:00,1251
2020-09-28 00:00:00+00:00,1253
2020-09-29 00:00:00+00:00,1254
2020-09-30 00:00:00+00:00,1256
2020-10-01 00:00:00+00:00,1259
2020-10-02 00:00:00+00:00,1260
2020-10-03 00:00:00+00:00,1261
2020-10-04 00:00:00+00:00,1264
2020-10-05 00:00:00+00:00,1266
2020-10-06 00:00:00+00:00,1267
2020-10-08 00:00:00+00:00,1268
2020-10-09 00:00:00+00:00,1269
2020-10-10 00:00:00+00:00,1271
2020-10-11 00:00:00+00:00,1272
2020-10-13 00:00:00+00:00,1273
2020-10-14 00:00:00+00:00,1276
2020-10-15 00:00:00+00:00,1278
2020-10-16 00:00:00+00:00,1279
2020-10-18 00:00:00+00:00,1280
2020-10-21 00:00:00+00:00,1283
2020-10-22 00:00:00+00:00,1285
2020-10-25 00:00:00+00:00,1286
2020-10-26 00:00:00+00:00,1288
2020-10-27 00:00:00+00:00,1290
2020-10-29 00:00:00+00:00,1292
2020-10-31 00:00:00+00:00,1293
2020-11-01 00:00:00+00:00,1296
2020-11-02 00:00:00+00:00,1297
2020-11-04 00:00:00+00:00,1298
2020-11-05 00:00:00+00:00,1299
